winner,best_of,w_one,w_two,w_three,w_four,w_five,winner_id
Djokovic N.,5,6.0,7.0,6.0,,,147
Sock J.,5,7.0,6.0,6.0,,,557
Carreno-Busta P.,5,6.0,6.0,6.0,,,84
Muller G.,5,4.0,4.0,7.0,7.0,6.0,421
Becker B.,5,6.0,0.0,1.0,7.0,10.0,42
Simon G.,5,7.0,6.0,6.0,,,548
Johnson S.,5,2.0,6.0,7.0,7.0,,277
Wawrinka S.,5,6.0,6.0,5.0,6.0,,632
Federer R.,5,6.0,7.0,6.0,,,180
Dzumhur D.,5,6.0,6.0,4.0,6.0,,160
Cuevas P.,5,7.0,7.0,6.0,7.0,,111
Gabashvili T.,5,6.0,6.0,6.0,,,192
Nishikori K.,5,7.0,6.0,6.0,,,437
Mahut N.,5,6.0,3.0,7.0,6.0,,369
Paire B.,5,6.0,6.0,7.0,,,455
Rosol L.,5,6.0,6.0,6.0,,,510
Monfils G.,5,4.0,6.0,4.0,6.0,6.0,411
Berdych T.,5,6.0,6.0,6.0,6.0,,49
Tsonga J.W.,5,6.0,6.0,6.0,,,598
Kyrgios N.,5,,,,,,336
Cilic M.,5,7.0,6.0,6.0,,,97
Mayer L.,5,6.0,6.0,6.0,6.0,,387
Kokkinakis T.,5,3.0,3.0,6.0,6.0,8.0,308
Nadal R.,5,6.0,6.0,6.0,,,427
Andujar P.,5,6.0,7.0,3.0,3.0,6.0,16
Kuznetsov An.,5,6.0,5.0,7.0,7.0,,334
Goffin D.,5,6.0,4.0,7.0,6.0,,213
Coric B.,5,7.0,3.0,6.0,4.0,6.0,106
Murray A.,5,6.0,4.0,6.0,6.0,,425
Djokovic N.,5,6.0,6.0,6.0,,,147
Chardy J.,5,6.0,4.0,6.0,6.0,,93
Sock J.,5,6.0,7.0,6.0,7.0,,557
Bolelli S.,5,6.0,6.0,6.0,,,61
Anderson K.,5,5.0,6.0,6.0,6.0,,12
Ferrer D.,5,6.0,6.0,6.0,,,182
Gasquet R.,5,3.0,6.0,6.0,4.0,6.0,200
Nishikori K.,5,,,,,,437
Gabashvili T.,5,6.0,6.0,6.0,,,192
Simon G.,5,6.0,6.0,6.0,6.0,6.0,548
Federer R.,5,6.0,6.0,6.0,,,180
Wawrinka S.,5,6.0,6.0,6.0,,,632
Berdych T.,5,6.0,6.0,6.0,6.0,,49
Monfils G.,5,4.0,7.0,3.0,6.0,6.0,411
Tsonga J.W.,5,7.0,6.0,6.0,,,598
Murray A.,5,6.0,6.0,6.0,,,425
Cilic M.,5,6.0,6.0,6.0,,,97
Djokovic N.,5,6.0,6.0,6.0,,,147
Chardy J.,5,6.0,6.0,6.0,,,93
Sock J.,5,6.0,6.0,6.0,,,557
Gasquet R.,5,4.0,7.0,7.0,6.0,,200
Ferrer D.,5,6.0,1.0,5.0,6.0,6.0,182
Nadal R.,5,6.0,6.0,6.0,,,427
Nishikori K.,5,6.0,6.0,6.0,,,437
Tsonga J.W.,5,6.0,6.0,6.0,6.0,,598
Wawrinka S.,5,6.0,6.0,6.0,,,632
Ferrer D.,5,6.0,6.0,6.0,,,182
Murray A.,5,6.0,3.0,6.0,6.0,,425
Federer R.,5,6.0,4.0,6.0,6.0,,180
Nadal R.,5,6.0,6.0,5.0,6.0,,427
Djokovic N.,5,6.0,6.0,6.0,,,147
Tsonga J.W.,5,6.0,6.0,4.0,3.0,6.0,598
Wawrinka S.,5,6.0,6.0,7.0,,,632
Djokovic N.,5,7.0,6.0,6.0,,,147
Murray A.,5,7.0,6.0,5.0,6.0,,425
Wawrinka S.,5,6.0,6.0,7.0,6.0,,632
Djokovic N.,5,6.0,6.0,5.0,5.0,6.0,147
Wawrinka S.,5,4.0,6.0,6.0,6.0,,632
Muller G.,3,6.0,7.0,,,,421
Haase R.,3,6.0,7.0,,,,238
Pospisil V.,3,6.0,6.0,,,,473
Copil M.,3,6.0,2.0,6.0,,,103
Sousa J.,3,6.0,0.0,6.0,,,563
Verdasco F.,3,7.0,6.0,6.0,,,619
Chiudinelli M.,3,7.0,2.0,7.0,,,95
Mannarino A.,3,6.0,6.0,,,,373
Marchenko I.,3,6.0,6.0,,,,374
Melzer J.,3,6.0,6.0,6.0,,,396
Mahut N.,3,6.0,6.0,,,,369
Ito T.,3,6.0,7.0,,,,267
Haase R.,3,7.0,6.0,,,,238
Karlovic I.,3,7.0,7.0,,,,287
Muller G.,3,6.0,4.0,7.0,,,421
Copil M.,3,7.0,6.0,,,,103
Mahut N.,3,6.0,6.0,,,,369
Mannarino A.,3,6.0,6.0,,,,373
Marchenko I.,3,6.0,7.0,,,,374
Goffin D.,3,7.0,6.0,,,,213
Haase R.,3,6.0,6.0,7.0,,,238
Mahut N.,3,6.0,6.0,,,,369
Goffin D.,3,4.0,7.0,6.0,,,213
Muller G.,3,7.0,6.0,,,,421
Mahut N.,3,5.0,6.0,6.0,,,369
Goffin D.,3,7.0,6.0,,,,213
Mahut N.,3,7.0,6.0,,,,369
Kohlschreiber P.,3,6.0,6.0,,,,306
Haider-Maurer A.,3,7.0,6.0,,,,239
Tomic B.,3,6.0,7.0,,,,590
Troicki V.,3,6.0,6.0,,,,594
Zverev M.,3,7.0,6.0,,,,661
Baghdatis M.,3,6.0,6.0,,,,25
Zverev A.,3,3.0,6.0,6.0,,,660
Seppi A.,3,6.0,6.0,,,,538
Groth S.,3,4.0,7.0,5.0,,,231
Haas T.,3,6.0,7.0,,,,237
Bachinger M.,3,7.0,7.0,,,,23
Janowicz J.,3,6.0,6.0,6.0,,,269
Troicki V.,3,6.0,6.0,6.0,,,594
Monfils G.,3,7.0,7.0,,,,411
Groth S.,3,3.0,7.0,7.0,,,231
Kohlschreiber P.,3,6.0,6.0,,,,306
Zverev M.,3,6.0,6.0,,,,661
Tomic B.,3,7.0,6.0,,,,590
Nadal R.,3,7.0,6.0,6.0,,,427
Cilic M.,3,7.0,6.0,,,,97
Monfils G.,3,7.0,3.0,6.0,,,411
Nadal R.,3,6.0,6.0,6.0,,,427
Cilic M.,3,4.0,7.0,7.0,,,97
Troicki V.,3,7.0,6.0,,,,594
Nadal R.,3,6.0,6.0,,,,427
Troicki V.,3,6.0,6.0,7.0,,,594
Nadal R.,3,7.0,6.0,,,,427
Mayer F.,3,6.0,0.0,7.0,,,386
Coric B.,3,6.0,3.0,6.0,,,106
Brown D.,3,7.0,6.0,,,,72
Zverev A.,3,6.0,6.0,,,,660
Falla A.,3,6.0,3.0,6.0,,,178
Federer R.,3,7.0,3.0,7.0,,,180
Karlovic I.,3,6.0,6.0,6.0,,,287
Johnson S.,3,6.0,7.0,,,,277
Nishikori K.,3,7.0,7.0,,,,437
Gulbis E.,3,6.0,7.0,,,,234
Kukushkin M.,3,6.0,6.0,7.0,,,328
Monfils G.,3,6.0,6.0,,,,411
Seppi A.,3,7.0,6.0,,,,538
Janowicz J.,3,6.0,6.0,,,,269
Berdych T.,3,7.0,6.0,,,,49
Robredo T.,3,6.0,6.0,7.0,,,499
Mayer F.,3,6.0,7.0,,,,386
Karlovic I.,3,6.0,6.0,6.0,,,287
Berdych T.,3,6.0,6.0,,,,49
Federer R.,3,6.0,7.0,,,,180
Janowicz J.,3,6.0,5.0,6.0,,,269
Nishikori K.,3,7.0,6.0,,,,437
Seppi A.,3,6.0,6.0,6.0,,,538
Monfils G.,3,7.0,6.0,,,,411
Karlovic I.,3,7.0,6.0,6.0,,,287
Nishikori K.,3,6.0,5.0,6.0,,,437
Federer R.,3,6.0,7.0,,,,180
Seppi A.,3,6.0,1.0,,,,538
Federer R.,3,7.0,7.0,,,,180
Seppi A.,3,4.0,,,,,538
Federer R.,3,7.0,6.0,,,,180
Garcia-Lopez G.,3,7.0,6.0,,,,198
Verdasco F.,3,3.0,7.0,7.0,,,619
Gasquet R.,3,6.0,6.0,,,,200
Anderson K.,3,6.0,7.0,6.0,,,12
Raonic M.,3,5.0,6.0,6.0,,,488
Isner J.,3,7.0,6.0,,,,265
Wawrinka S.,3,6.0,6.0,,,,632
Muller G.,3,6.0,6.0,7.0,,,421
Troicki V.,3,7.0,1.0,6.0,,,594
Dimitrov G.,3,4.0,6.0,6.0,,,145
Dolgopolov O.,3,6.0,6.0,6.0,,,150
Simon G.,3,6.0,7.0,6.0,,,548
Kokkinakis T.,3,6.0,6.0,6.0,,,308
Murray A.,3,6.0,7.0,,,,425
Lopez F.,3,6.0,6.0,,,,358
Cilic M.,3,7.0,3.0,6.0,,,97
Simon G.,3,6.0,6.0,,,,548
Anderson K.,3,7.0,7.0,,,,12
Raonic M.,3,6.0,6.0,6.0,,,488
Garcia-Lopez G.,3,6.0,7.0,,,,198
Muller G.,3,6.0,7.0,,,,421
Murray A.,3,7.0,6.0,,,,425
Isner J.,3,7.0,6.0,7.0,,,265
Troicki V.,3,6.0,6.0,6.0,,,594
Anderson K.,3,7.0,7.0,,,,12
Simon G.,3,4.0,6.0,7.0,,,548
Murray A.,3,3.0,7.0,6.0,,,425
Troicki V.,3,7.0,6.0,,,,594
Anderson K.,3,6.0,6.0,6.0,,,12
Murray A.,3,6.0,7.0,,,,425
Murray A.,3,6.0,6.0,,,,425
Baghdatis M.,3,7.0,3.0,,,,25
Dolgopolov O.,3,6.0,6.0,,,,150
Istomin D.,3,6.0,6.0,,,,266
Zverev A.,3,6.0,6.0,,,,660
Stakhovsky S.,3,6.0,6.0,,,,568
Chung H.,3,6.0,7.0,,,,96
Granollers M.,3,4.0,6.0,,,,224
Giraldo S.,3,6.0,1.0,6.0,,,210
Bedene A.,3,6.0,6.0,6.0,,,43
Jaziri M.,3,7.0,7.0,,,,272
Bolelli S.,3,6.0,6.0,,,,61
Sela D.,3,7.0,6.0,,,,537
Fritz T.,3,6.0,6.0,,,,190
Groth S.,3,7.0,7.0,,,,231
Lu Y.H.,3,6.0,6.0,,,,363
Smyczek T.,3,1.0,7.0,6.0,,,556
Mannarino A.,3,7.0,6.0,,,,373
Cuevas P.,3,7.0,6.0,,,,111
Bolelli S.,3,6.0,6.0,6.0,,,61
Baghdatis M.,3,6.0,7.0,,,,25
Zverev A.,3,6.0,6.0,6.0,,,660
Querrey S.,3,7.0,6.0,,,,479
Mayer L.,3,6.0,6.0,,,,387
Vesely J.,3,6.0,6.0,,,,620
Stakhovsky S.,3,6.0,6.0,,,,568
Istomin D.,3,6.0,6.0,,,,266
Thiem D.,3,6.0,6.0,,,,586
Lu Y.H.,3,6.0,6.0,,,,363
Dolgopolov O.,3,7.0,6.0,6.0,,,150
Lopez F.,3,6.0,6.0,,,,358
Simon G.,3,4.0,7.0,7.0,,,548
Sousa J.,3,6.0,6.0,7.0,,,563
Bolelli S.,3,3.0,6.0,6.0,,,61
Istomin D.,3,7.0,6.0,,,,266
Baghdatis M.,3,6.0,6.0,,,,25
Querrey S.,3,7.0,7.0,,,,479
Mayer L.,3,7.0,7.0,,,,387
Simon G.,3,6.0,6.0,,,,548
Dolgopolov O.,3,6.0,6.0,,,,150
Lu Y.H.,3,6.0,6.0,,,,363
Baghdatis M.,3,6.0,6.0,,,,25
Istomin D.,3,6.0,6.0,7.0,,,266
Querrey S.,3,5.0,7.0,6.0,,,479
Dolgopolov O.,3,6.0,4.0,7.0,,,150
Istomin D.,3,1.0,,,,,266
Querrey S.,3,4.0,6.0,7.0,,,479
Istomin D.,3,7.0,7.0,,,,266
Broady L.,5,5.0,4.0,6.0,6.0,6.0,70
Cilic M.,5,6.0,6.0,7.0,,,97
Berankis R.,5,6.0,5.0,,,,48
Thiem D.,5,2.0,6.0,6.0,6.0,,586
Granollers M.,5,6.0,6.0,6.0,,,224
Goffin D.,5,7.0,6.0,6.0,,,213
Verdasco F.,5,4.0,6.0,6.0,6.0,13.0,619
Kyrgios N.,5,6.0,6.0,7.0,,,336
Mayer L.,5,7.0,7.0,6.0,,,387
Isner J.,5,7.0,6.0,6.0,,,265
Djokovic N.,5,6.0,6.0,6.0,,,147
Nieminen J.,5,3.0,6.0,4.0,6.0,11.0,436
Monaco J.,5,6.0,6.0,6.0,,,410
Nishikori K.,5,6.0,6.0,6.0,3.0,6.0,437
Tomic B.,5,6.0,3.0,2.0,6.0,6.0,590
De Schepper K.,5,4.0,4.0,7.0,6.0,6.0,126
Raonic M.,5,6.0,6.0,3.0,7.0,,488
Haas T.,5,6.0,6.0,4.0,6.0,,237
Ebden M.,5,6.0,6.0,6.0,,,162
Johnson S.,5,6.0,6.0,4.0,6.0,6.0,277
Estrella Burgos V.,5,5.0,6.0,6.0,6.0,,172
Giraldo S.,5,6.0,6.0,6.0,,,210
Herbert P.H.,5,1.0,6.0,3.0,6.0,10.0,251
Anderson K.,5,6.0,7.0,3.0,6.0,,12
Kudla D.,5,6.0,4.0,6.0,6.0,6.0,325
Zverev A.,5,6.0,1.0,6.0,3.0,9.0,660
Millman J.,5,6.0,6.0,6.0,,,401
Wawrinka S.,5,6.0,7.0,7.0,,,632
Gasquet R.,5,6.0,6.0,6.0,,,200
Ilhan M.,5,7.0,6.0,6.0,6.0,,263
Baghdatis M.,5,5.0,6.0,6.0,6.0,,25
Dimitrov G.,5,6.0,6.0,6.0,,,145
Bautista R.,5,6.0,6.0,7.0,,,39
Brown D.,5,3.0,6.0,7.0,6.0,,72
Dolgopolov O.,5,7.0,6.0,6.0,,,150
Paire B.,5,6.0,6.0,6.0,,,455
Tsonga J.W.,5,7.0,6.0,6.0,3.0,6.0,598
Duckworth J.,5,7.0,6.0,3.0,3.0,7.0,156
Karlovic I.,5,6.0,6.0,6.0,7.0,,287
Seppi A.,5,6.0,6.0,6.0,,,538
Groth S.,5,6.0,3.0,6.0,6.0,,231
Basilashvili N.,5,6.0,7.0,6.0,,,36
Nadal R.,5,6.0,6.0,6.0,,,427
Fognini F.,5,6.0,6.0,6.0,,,187
Pospisil V.,5,7.0,3.0,6.0,7.0,6.0,473
Troicki V.,5,6.0,6.0,3.0,6.0,,594
Ramos-Vinolas A.,5,6.0,6.0,3.0,,,487
Querrey S.,5,7.0,6.0,6.0,,,479
Kavcic B.,5,7.0,6.0,7.0,,,288
Federer R.,5,6.0,6.0,6.0,,,180
Coric B.,5,4.0,7.0,6.0,1.0,9.0,106
Lopez F.,5,6.0,7.0,6.0,,,358
Murray A.,5,6.0,7.0,6.0,,,425
Rosol L.,5,7.0,6.0,7.0,,,510
Haase R.,5,6.0,3.0,6.0,6.0,,238
Andujar P.,5,3.0,6.0,3.0,7.0,6.0,16
Simon G.,5,6.0,6.0,7.0,,,548
Mahut N.,5,7.0,6.0,3.0,7.0,,369
Bedene A.,5,7.0,1.0,4.0,6.0,6.0,43
Mannarino A.,5,6.0,6.0,6.0,6.0,,373
Monfils G.,5,6.0,6.0,7.0,,,411
Ward J.,5,6.0,6.0,6.0,6.0,,630
Berdych T.,5,6.0,6.0,7.0,7.0,,49
Vesely J.,5,7.0,7.0,6.0,,,620
Goffin D.,5,7.0,6.0,6.0,,,213
Gasquet R.,5,6.0,6.0,6.0,,,200
Dimitrov G.,5,7.0,6.0,7.0,,,145
Tomic B.,5,7.0,6.0,7.0,,,590
Djokovic N.,5,6.0,6.0,6.0,,,147
Raonic M.,5,6.0,6.0,6.0,7.0,,488
Baghdatis M.,5,6.0,2.0,6.0,6.0,6.0,25
Isner J.,5,6.0,7.0,6.0,,,265
Kyrgios N.,5,7.0,6.0,6.0,,,336
Verdasco F.,5,5.0,6.0,5.0,6.0,6.0,619
Kudla D.,5,6.0,3.0,7.0,6.0,,325
Giraldo S.,5,,,,,,210
Cilic M.,5,6.0,4.0,7.0,4.0,7.0,97
Anderson K.,5,6.0,7.0,6.0,6.0,,12
Mayer L.,5,6.0,7.0,6.0,,,387
Wawrinka S.,5,6.0,6.0,7.0,,,632
Groth S.,5,7.0,6.0,7.0,,,231
Bautista R.,5,2.0,4.0,6.0,6.0,6.0,39
Ward J.,5,6.0,7.0,3.0,6.0,,630
Murray A.,5,6.0,6.0,6.0,,,425
Simon G.,5,6.0,6.0,6.0,6.0,,548
Basilashvili N.,5,7.0,3.0,6.0,2.0,6.0,36
Pospisil V.,5,6.0,6.0,1.0,6.0,,473
Seppi A.,5,4.0,6.0,6.0,6.0,6.0,538
Federer R.,5,6.0,6.0,6.0,,,180
Tsonga J.W.,5,6.0,6.0,6.0,,,598
Berdych T.,5,6.0,6.0,6.0,,,49
Troicki V.,5,6.0,3.0,6.0,6.0,,594
Monfils G.,5,7.0,6.0,7.0,,,411
Andujar P.,5,6.0,1.0,4.0,7.0,6.0,16
Brown D.,5,7.0,3.0,6.0,6.0,,72
Karlovic I.,5,5.0,6.0,6.0,6.0,13.0,287
Goffin D.,5,6.0,6.0,6.0,,,213
Kyrgios N.,5,5.0,7.0,7.0,6.0,,336
Gasquet R.,5,6.0,6.0,6.0,,,200
Wawrinka S.,5,6.0,6.0,6.0,,,632
Anderson K.,5,6.0,7.0,6.0,,,12
Djokovic N.,5,6.0,6.0,6.0,,,147
Kudla D.,5,6.0,6.0,2.0,6.0,6.0,325
Bautista R.,5,7.0,6.0,6.0,,,39
Troicki V.,5,6.0,7.0,4.0,6.0,,594
Federer R.,5,6.0,6.0,6.0,6.0,,180
Karlovic I.,5,7.0,4.0,7.0,7.0,,287
Cilic M.,5,7.0,6.0,6.0,6.0,12.0,97
Pospisil V.,5,6.0,3.0,2.0,6.0,8.0,473
Berdych T.,5,4.0,6.0,6.0,7.0,,49
Murray A.,5,6.0,6.0,1.0,6.0,,425
Simon G.,3,3.0,6.0,7.0,2.0,6.0,548
Gasquet R.,5,7.0,6.0,6.0,7.0,,200
Pospisil V.,5,4.0,6.0,6.0,6.0,6.0,473
Murray A.,5,7.0,6.0,5.0,6.0,,425
Wawrinka S.,5,7.0,7.0,6.0,,,632
Cilic M.,5,6.0,4.0,6.0,7.0,,97
Simon G.,5,6.0,6.0,6.0,,,548
Federer R.,5,6.0,6.0,6.0,,,180
Djokovic N.,5,6.0,6.0,6.0,6.0,7.0,147
Murray A.,5,6.0,7.0,6.0,,,425
Federer R.,5,6.0,7.0,6.0,,,180
Gasquet R.,5,6.0,4.0,3.0,6.0,11.0,200
Djokovic N.,5,6.0,6.0,6.0,,,147
Djokovic N.,5,7.0,6.0,6.0,,,147
Federer R.,5,7.0,7.0,6.0,,,180
Djokovic N.,5,7.0,6.0,6.0,6.0,,147
Johnson S.,3,6.0,6.0,6.0,,,277
Smith J.P.,3,6.0,7.0,,,,555
Ito T.,3,6.0,6.0,6.0,,,267
Karlovic I.,3,7.0,6.0,6.0,,,287
Falla A.,3,6.0,7.0,,,,178
Donaldson J.,3,6.0,6.0,6.0,,,152
Querrey S.,3,7.0,7.0,,,,479
Lacko L.,3,6.0,3.0,6.0,,,338
Jaziri M.,3,6.0,4.0,7.0,,,272
Hernych J.,3,6.0,6.0,,,,253
Sock J.,3,6.0,6.0,,,,557
Brown D.,3,7.0,6.0,,,,72
Sugita Y.,3,6.0,5.0,6.0,,,577
Ram R.,3,6.0,6.0,7.0,,,483
Roger-Vasselin E.,3,4.0,6.0,6.0,,,506
Mannarino A.,3,6.0,7.0,6.0,,,373
Ram R.,3,6.0,6.0,,,,483
Smith J.P.,3,6.0,6.0,,,,555
Ito T.,3,6.0,6.0,,,,267
Sock J.,3,3.0,7.0,6.0,,,557
Hernych J.,3,7.0,6.0,7.0,,,253
Mannarino A.,3,1.0,6.0,6.0,,,373
Karlovic I.,3,6.0,7.0,,,,287
Brown D.,3,6.0,4.0,6.0,,,72
Ram R.,3,2.0,7.0,7.0,,,483
Smith J.P.,3,6.0,6.0,6.0,,,555
Karlovic I.,3,7.0,6.0,,,,287
Sock J.,3,0.0,,,,,557
Ram R.,3,6.0,7.0,,,,483
Karlovic I.,3,7.0,6.0,,,,287
Ram R.,3,7.0,5.0,7.0,,,483
Paire B.,3,7.0,6.0,,,,455
Lindell C.,3,6.0,3.0,6.0,,,353
Zverev A.,3,6.0,6.0,6.0,,,660
Mathieu P.H.,3,7.0,6.0,,,,384
Gulbis E.,3,6.0,6.0,,,,234
Bellucci T.,3,6.0,6.0,,,,44
Darcis S.,3,6.0,6.0,,,,116
Almagro N.,3,6.0,1.0,7.0,,,6
Janowicz J.,3,6.0,7.0,,,,269
Ramos-Vinolas A.,3,6.0,6.0,,,,487
Delbonis F.,3,1.0,6.0,6.0,,,133
Istomin D.,3,6.0,6.0,,,,266
Bellucci T.,3,6.0,6.0,,,,44
Zverev A.,3,6.0,6.0,,,,660
Istomin D.,3,6.0,6.0,,,,266
Robredo T.,3,6.0,6.0,,,,499
Mathieu P.H.,3,6.0,6.0,,,,384
Paire B.,3,6.0,6.0,,,,455
Darcis S.,3,6.0,6.0,,,,116
Cuevas P.,3,6.0,6.0,6.0,,,111
Zverev A.,3,5.0,6.0,6.0,,,660
Robredo T.,3,6.0,6.0,,,,499
Paire B.,3,6.0,6.0,,,,455
Cuevas P.,3,6.0,6.0,,,,111
Robredo T.,3,6.0,6.0,,,,499
Paire B.,3,6.0,6.0,,,,455
Paire B.,3,7.0,6.0,,,,455
Sugita Y.,3,3.0,6.0,6.0,,,577
Jaziri M.,3,6.0,6.0,6.0,,,272
Demoliner M.,3,6.0,7.0,,,,139
Ito T.,3,1.0,6.0,6.0,,,267
Sarkissian A.,3,6.0,6.0,,,,527
Stepanek R.,3,3.0,6.0,6.0,,,573
Menendez-Maceiras A.,3,4.0,6.0,7.0,,,397
Ram R.,3,6.0,3.0,6.0,,,483
Berrer M.,3,6.0,6.0,7.0,,,52
Groth S.,3,7.0,4.0,7.0,,,231
Galan D.E.,3,7.0,6.0,,,,195
Gomez A.,3,6.0,0.0,7.0,,,217
Mannarino A.,3,7.0,6.0,,,,373
Jaziri M.,3,6.0,6.0,6.0,,,272
Karlovic I.,3,6.0,6.0,6.0,,,287
Stepanek R.,3,6.0,6.0,,,,573
Berrer M.,3,6.0,7.0,,,,52
Estrella Burgos V.,3,6.0,6.0,6.0,,,172
Ito T.,3,6.0,5.0,6.0,,,267
Tomic B.,3,6.0,6.0,6.0,,,590
Mannarino A.,3,1.0,6.0,6.0,,,373
Karlovic I.,3,3.0,7.0,6.0,,,287
Berrer M.,3,6.0,3.0,6.0,,,52
Tomic B.,3,6.0,6.0,,,,590
Mannarino A.,3,7.0,7.0,,,,373
Tomic B.,3,6.0,6.0,7.0,,,590
Tomic B.,3,6.0,3.0,6.0,,,590
Bedene A.,3,6.0,6.0,,,,43
Fognini F.,3,6.0,6.0,,,,187
Dzumhur D.,3,6.0,6.0,,,,160
Lorenzi P.,3,1.0,6.0,7.0,,,361
Trinker B.,3,2.0,6.0,6.0,,,593
Sousa J.,3,6.0,6.0,,,,563
Haider-Maurer A.,3,6.0,6.0,,,,239
Kohlschreiber P.,3,6.0,6.0,,,,306
Coric B.,3,6.0,6.0,,,,106
Klizan M.,3,7.0,6.0,6.0,,,302
Lajovic D.,3,6.0,6.0,,,,339
Kavcic B.,3,7.0,2.0,6.0,,,288
Sousa J.,3,6.0,6.0,,,,563
Fognini F.,3,6.0,7.0,,,,187
Haider-Maurer A.,3,6.0,6.0,,,,239
Thiem D.,3,6.0,3.0,,,,586
Bautista R.,3,6.0,6.0,,,,39
Coric B.,3,6.0,6.0,,,,106
Kohlschreiber P.,3,6.0,7.0,,,,306
Monfils G.,3,6.0,6.0,,,,411
Sousa J.,3,6.0,3.0,7.0,,,563
Thiem D.,3,6.0,6.0,3.0,,,586
Bautista R.,3,6.0,6.0,,,,39
Monfils G.,3,4.0,7.0,6.0,,,411
Sousa J.,3,4.0,6.0,6.0,,,563
Thiem D.,3,1.0,6.0,6.0,,,586
Thiem D.,3,6.0,6.0,,,,586
Lu Y.H.,3,6.0,7.0,,,,363
Soeda G.,3,5.0,7.0,6.0,,,560
Muller G.,3,6.0,6.0,,,,421
Baghdatis M.,3,6.0,6.0,,,,25
Johnson S.,3,6.0,6.0,6.0,,,277
Becker B.,3,7.0,,,,,42
Kudla D.,3,3.0,6.0,7.0,,,325
Donaldson J.,3,6.0,3.0,6.0,,,152
Groth S.,3,7.0,6.0,,,,231
Sela D.,3,6.0,6.0,,,,537
Berankis R.,3,6.0,6.0,,,,48
Stepanek R.,3,6.0,6.0,,,,573
Muller G.,3,6.0,6.0,,,,421
Pospisil V.,3,6.0,6.0,6.0,,,473
Soeda G.,3,6.0,6.0,,,,560
Baghdatis M.,3,7.0,3.0,6.0,,,25
Kudla D.,3,7.0,6.0,,,,325
Sela D.,3,7.0,6.0,,,,537
Berankis R.,3,6.0,6.0,,,,48
Isner J.,3,7.0,7.0,,,,265
Kudla D.,3,7.0,6.0,,,,325
Isner J.,3,7.0,6.0,,,,265
Baghdatis M.,3,6.0,7.0,,,,25
Muller G.,3,7.0,6.0,,,,421
Isner J.,3,4.0,6.0,7.0,,,265
Baghdatis M.,3,6.0,6.0,7.0,,,25
Isner J.,3,6.0,6.0,,,,265
Lajovic D.,3,7.0,6.0,,,,339
Istomin D.,3,6.0,6.0,,,,266
Zeballos H.,3,6.0,7.0,,,,651
Delbonis F.,3,6.0,6.0,,,,133
Reister J.,3,4.0,2.0,,,,491
Robert S.,3,6.0,6.0,,,,498
Bellucci T.,3,6.0,6.0,,,,44
Giraldo S.,3,6.0,6.0,,,,210
Carreno-Busta P.,3,6.0,6.0,,,,84
Haase R.,3,1.0,7.0,6.0,,,238
Ilhan M.,3,6.0,6.0,,,,263
Sousa J.,3,6.0,7.0,,,,563
Giraldo S.,3,6.0,6.0,,,,210
Andujar P.,3,7.0,6.0,,,,16
Bellucci T.,3,6.0,6.0,,,,44
Lopez F.,3,2.0,6.0,6.0,,,358
Carreno-Busta P.,3,7.0,6.0,,,,84
Thiem D.,3,6.0,6.0,,,,586
Sousa J.,3,6.0,6.0,7.0,,,563
Goffin D.,3,6.0,6.0,,,,213
Lopez F.,3,7.0,6.0,,,,358
Thiem D.,3,6.0,3.0,6.0,,,586
Bellucci T.,3,3.0,6.0,6.0,,,44
Goffin D.,3,6.0,6.0,7.0,,,213
Thiem D.,3,6.0,6.0,6.0,,,586
Goffin D.,3,6.0,6.0,,,,213
Thiem D.,3,7.0,6.0,,,,586
Janowicz J.,3,6.0,6.0,,,,269
Mayer F.,3,4.0,6.0,6.0,,,386
Pouille L.,3,7.0,6.0,,,,474
Ramos-Vinolas A.,3,6.0,7.0,,,,487
Bautista R.,3,6.0,6.0,,,,39
Monaco J.,3,6.0,6.0,6.0,,,410
Bedene A.,3,6.0,6.0,,,,43
Seppi A.,3,6.0,6.0,,,,538
Munar J.,3,1.0,,,,,422
Paire B.,3,6.0,3.0,6.0,,,455
Nadal R.,3,3.0,6.0,6.0,,,427
Robredo T.,3,6.0,6.0,6.0,,,499
Fognini F.,3,6.0,6.0,6.0,,,187
Bolelli S.,3,7.0,7.0,,,,61
Vesely J.,3,3.0,6.0,6.0,,,620
Cuevas P.,3,7.0,6.0,,,,111
Bedene A.,3,7.0,7.0,,,,43
Pouille L.,3,6.0,7.0,,,,474
Fognini F.,3,6.0,3.0,6.0,,,187
Paire B.,3,2.0,6.0,7.0,,,455
Cuevas P.,3,6.0,4.0,6.0,,,111
Seppi A.,3,4.0,6.0,6.0,,,538
Nadal R.,3,6.0,7.0,,,,427
Bolelli S.,3,6.0,6.0,6.0,,,61
Pouille L.,3,6.0,6.0,,,,474
Fognini F.,3,6.0,7.0,,,,187
Nadal R.,3,6.0,6.0,,,,427
Seppi A.,3,,,,,,538
Fognini F.,3,6.0,7.0,,,,187
Nadal R.,3,6.0,6.0,,,,427
Nadal R.,3,7.0,7.0,,,,427
Delbonis F.,3,7.0,6.0,,,,133
Schwartzman D.,3,6.0,6.0,,,,536
Novak D.,3,6.0,6.0,6.0,,,441
Mathieu P.H.,3,6.0,6.0,,,,384
Giraldo S.,3,7.0,6.0,,,,210
Haase R.,3,2.0,1.0,,,,238
Montanes A.,3,6.0,7.0,,,,412
